numero_dec,solution,article38,date_dec,jonction,id_infos_circo_tf,id_infos_circo_t1,annee_election,date_premier_tour,date_second_tour,type_election,nom_dep,circonscription,tour_final,tf_nb_exprimees,tf_nb_votant,tf_nb_inscrit,tf_ecart1,tf_r1_nuance,tf_r1_nb_voix,tf_r1_sortant,tf_r1_civilite,tf_r2_nuance,tf_r2_nb_voix,tf_r2_sortant,tf_r2_civilite,t1_nb_exprimes,t1_nb_votant,t1_nb_inscrit,t1_ecart1,t1_ecart2,t1_r1_nuance,t1_r1_nb_voix,t1_r1_sortant,t1_r1_civilite,t1_r2_nuance,t1_r2_nb_voix,t1_r2_sortant,t1_r2_civilite,t1_r3_nuance,t1_r3_nb_voix,t1_r3_sortant,t1_r3_civilite
93-1538,Inéligibilité,,1993-9-23,unique,8500,7984,1993,1993-3-11,1993-3-28,an,seine-et-marne,3,2,34799,42158,68914,13717,UDF,24258,FALSE,,FRN,10541,FALSE,,43675,45831,68915,10226,2228,UDF,17938,FALSE,,FRN,7712,FALSE,,SOC,5484,FALSE,
93-1184,Rejet,,1993-9-30,unique,8118,8118,1993,1993-3-11,1993-3-28,an,guyane,2,1,12069,12755,21207,2355,RPR,6293,TRUE,,MAJ,3938,FALSE,,12069,12755,21207,2355,3126,RPR,6293,TRUE,,MAJ,3938,FALSE,,EXG,812,FALSE,
93-1174,Rejet,,1993-10-20,unique,8124,8124,1993,1993-3-11,1993-3-28,an,mayotte,1,1,21792,21915,29192,1762,UDF,11423,FALSE,,RPR,9661,FALSE,,21792,21915,29192,1762,8953,UDF,11423,FALSE,,RPR,9661,FALSE,,SOC,708,FALSE,
93-1234/1319,Rejet,,1993-10-20,jonction,8584,8081,1993,1993-3-11,1993-3-28,an,seine-saint-denis,7,2,28946,30408,45319,2300,COM,15623,FALSE,,RPR,13323,FALSE,,28374,29416,45335,95,4206,RPR,8332,FALSE,,COM,8237,FALSE,,FRN,4031,FALSE,
2017-5366,Inéligibilité,,2018-5-4,unique,13625,13048,2017,2017-6-11,2017-6-18,an,alpes-maritimes,7,2,39153,41723,92854,7403,LR,23278,FALSE,M,REM,15875,FALSE,M,44342,45089,92905,54,7507,LR,14279,FALSE,M,REM,14225,FALSE,M,FN,6718,FALSE,M
2017-5331,Inéligibilité,,2018-6-29,unique,14172,13599,2017,2017-6-11,2017-6-18,an,francais-etablis-hors-de-france,9,2,11133,12634,107778,2151,DIV,6642,FALSE,M,DVD,4491,FALSE,F,15449,15711,107796,210,886,DVD,3135,FALSE,F,DIV,2925,FALSE,M,LR,2039,FALSE,M
2018-5545,Inéligibilité,,2018-7-13,unique,14141,13567,2017,2017-6-11,2017-6-18,an,guadeloupe,4,2,21753,23933,69233,5053,SOC,13403,FALSE,F,DVD,8350,FALSE,M,17861,19386,69307,3583,1899,SOC,6912,FALSE,F,DVD,3329,FALSE,M,DVD,1430,FALSE,M
97-2230,Rejet,,1998-2-6,unique,9643,9072,1997,1997-5-25,1997-6-1,an,yvelines,11,2,34301,36154,52187,563,SOC,17432,FALSE,F,RPR,16869,FALSE,M,32843,34060,52197,2290,2933,RPR,10337,FALSE,M,SOC,8047,FALSE,F,COM,5114,FALSE,M
2017-5163,Rejet,Oui,2017-7-21,unique,14079,13505,2017,2017-6-11,2017-6-18,an,yonne,3,2,36078,39608,89140,4038,REM,20058,FALSE,F,FN,16020,FALSE,M,41980,42820,89158,1279,4275,REM,12028,FALSE,F,FN,10749,FALSE,M,LR,6474,FALSE,F
2017-5348,Inéligibilité,,2018-4-13,unique,14099,13525,2017,2017-6-11,2017-6-18,an,hauts-de-seine,8,2,31341,33883,68751,6911,REM,19126,FALSE,M,LR,12215,FALSE,M,39674,40180,68749,9989,5910,REM,19055,FALSE,M,LR,9066,FALSE,M,FI,3156,FALSE,F
2018-5499,Inéligibilité,,2018-5-25,unique,14053,13479,2017,2017-6-11,2017-6-18,an,var,6,2,43912,47799,118392,5170,REM,24541,FALSE,F,FN,19371,FALSE,M,53011,54106,118406,4472,5604,REM,18133,FALSE,F,FN,13661,FALSE,M,LR,8057,FALSE,M
2018-5447,Inéligibilité,,2018-6-29,unique,13706,13129,2017,2017-6-11,2017-6-18,an,drome,1,2,26802,30415,75255,3694,REM,15248,FALSE,F,LR,11554,FALSE,M,34780,35580,75258,3611,2343,REM,10170,FALSE,F,LR,6559,FALSE,M,FN,4216,FALSE,M
2017-5345,Inéligibilité,,2018-7-6,unique,13783,13206,2017,2017-6-11,2017-6-18,an,isere,3,2,22246,23894,59776,1782,REM,12014,FALSE,F,FI,10232,FALSE,M,27472,27837,59780,5900,949,REM,9940,FALSE,F,FI,4040,FALSE,M,ECO,3091,FALSE,F
2017-5369,Inéligibilité,,2018-7-6,unique,13680,13103,2017,2017-6-11,2017-6-18,an,correze,1,2,42128,49237,92643,2890,REM,22509,FALSE,M,SOC,19619,FALSE,M,53936,55672,92648,7868,1472,REM,17534,FALSE,M,SOC,9666,FALSE,M,LR,8194,FALSE,F
2017-5375,Inéligibilité,,2018-7-6,unique,13843,13266,2017,2017-6-11,2017-6-18,an,marne,3,2,30106,33342,80596,5786,REM,17946,FALSE,M,FN,12160,FALSE,M,36874,37652,80599,3797,306,REM,11750,FALSE,M,FN,7953,FALSE,M,LR,7647,FALSE,F
2018-5513,Inéligibilité,,2018-7-27,unique,14139,13565,2017,2017-6-11,2017-6-18,an,guadeloupe,2,2,22377,24470,86978,6381,DVG,14379,FALSE,F,REM,7998,FALSE,F,20105,21649,86981,765,960,DVG,4540,FALSE,F,REM,3775,FALSE,F,LR,2815,FALSE,M
2018-5475,Inéligibilité,,2018-9-7,unique,13833,13256,2017,2017-6-11,2017-6-18,an,maine-et-loire,4,2,28948,32562,74274,4766,REM,16857,FALSE,F,UDI,12091,FALSE,M,37988,38933,74275,7559,2193,REM,14496,FALSE,F,UDI,6937,FALSE,M,FN,4744,FALSE,M
2018-5453,Inéligibilité,,2018-9-21,unique,14113,13539,2017,2017-6-11,2017-6-18,an,seine-saint-denis,9,2,23980,25947,70180,1086,FI,12533,FALSE,F,REM,11447,FALSE,F,28427,29081,70280,3589,824,REM,8993,FALSE,F,FI,5404,FALSE,F,SOC,4580,FALSE,M
2018-5527,Inéligibilité,,2018-9-21,unique,14015,13440,2017,2017-6-11,2017-6-18,an,seine-et-marne,3,2,26805,29975,75457,10257,UDI,18531,FALSE,M,FN,8274,FALSE,M,32813,33937,75460,6475,1774,UDI,13176,FALSE,M,FN,6701,FALSE,M,FI,4927,FALSE,F
2018-5444,Inéligibilité,,2018-10-5,unique,13713,13136,2017,2017-6-11,2017-6-18,an,eure,4,2,34298,38547,89940,7212,REM,20755,FALSE,M,FN,13543,FALSE,F,42756,43836,89940,5019,3106,REM,14238,FALSE,M,FN,9219,FALSE,F,FI,6113,FALSE,M
97-2226,Rejet,,1998-1-29,unique,9726,9156,1997,1997-5-25,1997-6-1,an,seine-saint-denis,11,2,32543,35726,53987,10855,COM,21699,TRUE,M,FRN,10844,FALSE,M,33497,34758,53993,3548,658,COM,10897,TRUE,M,FRN,7349,FALSE,M,RPR,6691,FALSE,M
97-2120/2164/2196/2215/2259,Rejet,,1998-2-6,jonction,9593,9020,1997,1997-5-25,1997-6-1,an,paris,1,2,36466,37724,56068,234,UDF,18350,TRUE,M,SOC,18116,FALSE,F,33866,34816,56071,2039,7194,UDF,12049,TRUE,M,SOC,10010,FALSE,F,FRN,2816,FALSE,F
2012-4562,Rejet,Oui,2012-7-20,unique,12748,12193,2012,2012-6-10,2012-6-17,an,nord,13,2,44604,47203,90529,13144,DVG,28874,FALSE,M,FRN,15730,FALSE,M,47138,48302,90528,11582,3948,DVG,22564,FALSE,M,FRN,10982,FALSE,M,UMP,7034,FALSE,M
2012-4643,Rejet,Oui,2012-7-13,unique,12950,12405,2012,2012-6-10,2012-6-17,an,hauts-de-seine,6,2,40663,41640,73407,9564,DVD,20829,FALSE,M,SOC,11265,FALSE,F,43094,43852,73407,7561,168,DVD,16954,FALSE,M,DVD,9393,FALSE,M,SOC,9225,FALSE,F
2018-5452,Inéligibilité,,2018-6-1,unique,14113,13539,2017,2017-6-11,2017-6-18,an,seine-saint-denis,9,2,23980,25947,70180,1086,FI,12533,FALSE,F,REM,11447,FALSE,F,28427,29081,70280,3589,824,REM,8993,FALSE,F,FI,5404,FALSE,F,SOC,4580,FALSE,M
93-2002,Inéligibilité,,1994-3-10,unique,8201,7631,1993,1993-3-11,1993-3-28,an,cher,2,2,45031,47901,68308,1853,UDF,23442,FALSE,,COM,21589,TRUE,,43575,46153,68335,18,6897,COM,12304,TRUE,,UDF,12286,FALSE,,FRN,5389,FALSE,
2007-3811,Rejet,Non,2007-11-22,unique,11469,10904,2007,2007-6-10,2007-6-17,an,aveyron,2,2,47678,49591,71707,570,SOC,24124,FALSE,F,UMP,23554,FALSE,M,46982,48299,71709,8900,5303,UMP,19036,TRUE,M,SOC,10136,FALSE,F,PRG,4833,FALSE,F
2007-3873/3900,Rejet,Non,2007-12-20,jonction,11791,11298,2007,2007-6-10,2007-6-17,an,seine-et-marne,8,2,59000,60143,111298,1108,UMP,30054,FALSE,F,SOC,28946,FALSE,M,60922,61682,111309,10488,12866,UMP,28186,TRUE,F,SOC,17698,FALSE,M,MODEM,4832,FALSE,M
2007-3888/3967,Annulation,,2007-11-29,jonction,11528,10975,2007,2007-6-10,2007-6-17,an,eure-et-loir,1,2,47053,49200,85310,59,UMP,23556,FALSE,M,SOC,23497,FALSE,F,50570,51487,85310,7964,3439,UMP,20596,FALSE,M,SOC,12632,FALSE,F,MODEM,9193,FALSE,M
2018-5529,Inéligibilité,,2018-5-18,unique,14039,13464,2017,2017-6-11,2017-6-18,an,somme,1,2,34534,37537,84286,4124,FI,19329,FALSE,M,REM,15205,FALSE,M,39248,40376,84296,3849,3290,REM,13394,FALSE,M,FI,9545,FALSE,M,FN,6255,FALSE,M
2017-5160,Rejet,Oui,2017-7-21,unique,13676,13099,2017,2017-6-11,2017-6-18,an,charente-maritime,5,2,42175,47910,111434,4127,LR,23151,FALSE,M,DIV,19024,FALSE,M,54387,55539,111453,1518,2971,LR,12933,FALSE,M,DIV,11415,FALSE,M,FN,8444,FALSE,F
97-2191,Rejet,,1997-10-23,unique,9279,8703,1997,1997-5-25,1997-6-1,an,cher,3,2,58561,61976,83866,4545,SOC,31553,FALSE,M,RPR,27008,TRUE,M,54432,58047,83887,3889,5585,RPR,17615,TRUE,M,SOC,13726,FALSE,M,COM,8141,FALSE,M
2018-5571,Inéligibilité,,2018-5-18,unique,13652,13075,2017,2017-6-11,2017-6-18,an,bouches-du-rhone,8,2,38255,41849,100092,6641,REM,22448,FALSE,M,FN,15807,FALSE,M,46286,47306,100094,4809,3979,REM,15850,FALSE,M,FN,11041,FALSE,M,LR,7062,FALSE,F
2007-3964,Rejet,Non,2007-11-29,unique,11604,11056,2007,2007-6-10,2007-6-17,an,loir-et-cher,3,2,42383,44425,70851,7031,PSLE,24707,FALSE,M,SOC,17676,FALSE,F,44639,45793,70851,6496,1396,PSLE,16312,TRUE,M,SOC,9816,FALSE,F,DVD,8420,FALSE,M
97-2218,Rejet,,1997-10-28,unique,9763,9195,1997,1997-5-25,1997-6-1,an,mayotte,1,2,27573,27796,37360,925,UDF,14249,FALSE,M,RPR,13324,FALSE,M,26153,26303,37425,858,10237,UDF,12213,FALSE,M,RPR,11355,FALSE,M,DVD,1118,FALSE,M
2018-5558,Inéligibilité,,2018-7-13,unique,13865,13289,2017,2017-6-11,2017-6-18,an,moselle,2,2,26755,29820,76507,1285,REM,14020,FALSE,M,LR,12735,FALSE,M,33999,34646,76513,5190,1270,REM,11422,FALSE,M,LR,6232,FALSE,M,FN,4962,FALSE,F
93-1178,Rejet,,1993-5-26,unique,8486,7969,1993,1993-3-11,1993-3-28,an,paris,21,2,39908,42433,65997,2868,UDF,21388,FALSE,,SOC,18520,TRUE,,41609,42935,65997,7280,3343,UDF,16285,FALSE,,SOC,9005,TRUE,,FRN,5662,FALSE,
2017-5307,Inéligibilité,,2018-7-27,unique,14155,13581,2017,2017-6-11,2017-6-18,an,mayotte,1,2,15930,17276,37956,54,SOC,7992,FALSE,F,LR,7938,FALSE,M,14228,16067,37997,12,161,SOC,2396,FALSE,F,LR,2384,FALSE,M,DVG,2223,FALSE,M
2018-5556,Inéligibilité,,2018-9-21,unique,13763,13186,2017,2017-6-11,2017-6-18,an,herault,7,2,39037,43641,102087,2209,REM,20623,FALSE,M,FN,18414,FALSE,F,48506,49697,102087,637,4360,REM,12120,FALSE,M,FN,11483,FALSE,F,LR,7123,FALSE,F
2007-3881,Rejet,Oui,2007-7-26,unique,10948,10948,2007,2007-6-10,2007-6-17,an,cote-d-or,4,1,42945,44049,69521,10604,PSLE,22390,TRUE,M,PRG,11786,FALSE,M,42945,44049,69521,10604,9809,PSLE,22390,TRUE,M,PRG,11786,FALSE,M,FRN,1977,FALSE,F
2007-3668,Rejet,Oui,2007-7-12,unique,11582,11032,2007,2007-6-10,2007-6-17,an,indre,2,2,39667,41528,64674,3295,UMP,21481,FALSE,M,DVG,18186,FALSE,F,39579,40864,64650,10092,5336,UMP,18497,TRUE,M,DVG,8405,FALSE,F,MODEM,3069,FALSE,M
2017-5279,Inéligibilité,,2018-5-4,unique,13900,13324,2017,2017-6-11,2017-6-18,an,oise,5,2,27423,29978,72839,3271,LR,15347,FALSE,M,REM,12076,FALSE,F,34072,34737,72840,3426,196,REM,10218,FALSE,F,LR,6792,FALSE,M,FN,6596,FALSE,M
2018-5507,Inéligibilité,,2018-5-18,unique,13889,13313,2017,2017-6-11,2017-6-18,an,nord,15,2,40400,44859,95872,8638,REM,24519,FALSE,F,FN,15881,FALSE,M,49019,50235,95868,3669,2144,REM,13764,FALSE,F,FN,10095,FALSE,M,LR,7951,FALSE,M
2018-5494,Inéligibilité,,2018-5-25,unique,14140,13566,2017,2017-6-11,2017-6-18,an,guadeloupe,3,2,19409,22021,83684,5881,DVG,12645,FALSE,M,DVG,6764,FALSE,M,17756,19426,83688,326,503,DVG,2621,FALSE,M,DVG,2295,FALSE,M,DVG,1792,FALSE,M
2018-5449,Inéligibilité,,2018-6-29,unique,13953,13377,2017,2017-6-11,2017-6-18,an,rhone,4,2,33185,36272,80168,7005,REM,20095,FALSE,F,LR,13090,FALSE,F,43463,43894,80169,10337,4872,REM,19902,FALSE,F,LR,9565,FALSE,F,FI,4693,FALSE,F
2018-5598,Inéligibilité,,2018-6-29,unique,14156,13582,2017,2017-6-11,2017-6-18,an,mayotte,2,2,19967,22222,44845,5835,LR,12901,FALSE,M,MDM,7066,FALSE,M,18686,20654,44805,4633,119,LR,6876,FALSE,M,MDM,2243,FALSE,M,SOC,2124,FALSE,M
2018-5591,Inéligibilité,,2018-9-27,unique,14050,13476,2017,2017-6-11,2017-6-18,an,var,3,2,38091,42683,100775,1049,LR,19570,FALSE,M,REM,18521,FALSE,M,48721,49722,100807,5221,816,REM,16523,FALSE,M,LR,11302,FALSE,M,FN,10486,FALSE,F
2018-5599,Inéligibilité,,2018-6-29,unique,14156,13582,2017,2017-6-11,2017-6-18,an,mayotte,2,2,19967,22222,44845,5835,LR,12901,FALSE,M,MDM,7066,FALSE,M,18686,20654,44805,4633,119,LR,6876,FALSE,M,MDM,2243,FALSE,M,SOC,2124,FALSE,M
2007-3671,Rejet,Oui,2007-7-26,unique,11764,11265,2007,2007-6-10,2007-6-17,an,paris,8,2,44371,45580,70824,5195,SOC,24783,FALSE,F,UMP,19588,FALSE,M,46100,46541,70833,1024,9790,UMP,16487,FALSE,M,SOC,15463,FALSE,F,MODEM,5673,FALSE,M
2007-3996,Rejet,Oui,2007-7-12,unique,11581,11031,2007,2007-6-10,2007-6-17,an,indre,1,2,33976,35160,55980,374,SOC,17175,FALSE,M,UMP,16801,FALSE,M,33200,33972,56273,3135,8012,UMP,13663,FALSE,M,SOC,10528,FALSE,M,DVG,2516,FALSE,M
81-934,Rejet,,1981-7-10,unique,5725,5272,1981,1981-6-14,1981-6-21,an,eure,3,2,60685,61591,78067,6307,RADICAUX GAUCHE,33496,FALSE,,UDF,27189,TRUE,,56621,57411,78062,2914,13717,RADICAUX GAUCHE,23818,FALSE,,UDF,20904,TRUE,,COM,7187,FALSE,
2007-3767,Rejet,Oui,2007-7-26,unique,11599,11051,2007,2007-6-10,2007-6-17,an,landes,1,2,59801,61773,92984,3745,SOC,31773,FALSE,M,UMP,28028,FALSE,F,59453,60690,92996,1937,14338,SOC,22882,TRUE,M,UMP,20945,FALSE,F,MODEM,6607,FALSE,F
2007-3670/3993,Rejet,Non,2007-11-22,jonction,11858,11390,2007,2007-6-10,2007-6-17,an,seine-saint-denis,7,2,11912,17059,49878,,DVG,11912,FALSE,M,,,,,27684,28060,49878,869,876,DVG,7897,FALSE,M,SOC,7028,FALSE,F,UMP,6152,FALSE,M
2018-5508,Inéligibilité,,2018-5-18,unique,14139,13565,2017,2017-6-11,2017-6-18,an,guadeloupe,2,2,22377,24470,86978,6381,DVG,14379,FALSE,F,REM,7998,FALSE,F,20105,21649,86981,765,960,DVG,4540,FALSE,F,REM,3775,FALSE,F,LR,2815,FALSE,M
2018-5521,Inéligibilité,,2018-5-18,unique,13667,13090,2017,2017-6-11,2017-6-18,an,cantal,1,2,30330,33075,62969,672,LR,15501,FALSE,M,REM,14829,FALSE,M,33866,34645,62995,1246,7758,REM,12411,FALSE,M,LR,11165,FALSE,M,FI,3407,FALSE,M
2018-5431,Inéligibilité,,2018-6-1,unique,13729,13152,2017,2017-6-11,2017-6-18,an,gard,3,2,37120,41068,93543,6696,REM,21908,FALSE,M,FN,15212,FALSE,F,43716,44914,93533,4831,4686,REM,14832,FALSE,M,FN,10001,FALSE,F,LR,5315,FALSE,F
2018-5612,Inéligibilité,,2018-6-1,unique,13711,13134,2017,2017-6-11,2017-6-18,an,eure,2,2,31709,35203,78471,8403,REM,20056,FALSE,M,FN,11653,FALSE,M,38710,39692,78467,5953,2307,REM,13516,FALSE,M,FN,7563,FALSE,M,LR,5256,FALSE,M
2018-5561,Inéligibilité,,2018-6-8,unique,13717,13140,2017,2017-6-11,2017-6-18,an,eure-et-loir,3,2,28997,31860,70743,3539,LR,16268,FALSE,F,RDG,12729,FALSE,M,34592,35443,70723,118,4451,RDG,10780,FALSE,M,LR,10662,FALSE,F,FN,6211,FALSE,F
2017-5362,Inéligibilité,,2018-6-22,unique,13815,13238,2017,2017-6-11,2017-6-18,an,loire-atlantique,8,2,34117,36669,85603,4571,REM,19344,FALSE,F,FI,14773,FALSE,M,42364,43051,85601,9517,790,REM,16285,FALSE,F,FI,6768,FALSE,M,SOC,5978,FALSE,F
2018-5467,Inéligibilité,,2018-9-14,unique,13962,13386,2017,2017-6-11,2017-6-18,an,rhone,13,2,30833,33450,84804,1449,REM,16141,FALSE,F,LR,14692,FALSE,M,38932,39360,84804,5134,2504,REM,13234,FALSE,F,LR,8100,FALSE,M,FN,5596,FALSE,F
2018-5566,Inéligibilité,,2018-9-21,unique,13738,13161,2017,2017-6-11,2017-6-18,an,haute-garonne,6,2,46417,51734,111355,5451,REM,25934,FALSE,F,FI,20483,FALSE,M,58861,59969,111379,13955,2095,REM,23271,FALSE,F,FI,9316,FALSE,M,SOC,7221,FALSE,F
2018-5429,Inéligibilité,,2018-9-27,unique,13997,13422,2017,2017-6-11,2017-6-18,an,paris,13,2,36145,38846,75382,4333,REM,20239,FALSE,M,LR,15906,FALSE,M,44637,45069,75397,6919,9256,REM,19452,FALSE,M,LR,12533,FALSE,M,FI,3277,FALSE,F
2007-3949,Rejet,Oui,2007-7-26,unique,11516,10961,2007,2007-6-10,2007-6-17,an,doubs,1,2,43218,44220,71436,126,UMP,21672,FALSE,F,SOC,21546,FALSE,F,42616,43289,71436,5775,9718,UMP,18420,FALSE,F,SOC,12645,FALSE,F,MODEM,2927,FALSE,M
2002-2772,Rejet,Oui,2002-7-25,unique,10371,9795,2002,2002-6-9,2002-6-16,an,ardeche,3,2,43239,45812,68117,6253,UMP,24746,FALSE,M,SOC,18493,TRUE,M,46683,47618,68130,7061,7576,UMP,17989,FALSE,M,SOC,10928,TRUE,M,FRN,3352,FALSE,F
2012-4549,Rejet,Oui,2012-7-13,unique,11939,11939,2012,2012-6-10,2012-6-17,an,ariege,1,1,34420,35176,56664,12342,SOC,17791,FALSE,F,UMP,5449,FALSE,F,34420,35176,56664,12342,1684,SOC,17791,FALSE,F,UMP,5449,FALSE,F,FRN,3765,FALSE,M
2012-4548/4583,Rejet,Oui,2012-7-13,jonction,12950,12405,2012,2012-6-10,2012-6-17,an,hauts-de-seine,6,2,40663,41640,73407,9564,DVD,20829,FALSE,M,SOC,11265,FALSE,F,43094,43852,73407,7561,168,DVD,16954,FALSE,M,DVD,9393,FALSE,M,SOC,9225,FALSE,F
2017-5365,Inéligibilité,,2018-7-6,unique,13803,13226,2017,2017-6-11,2017-6-18,an,loire,4,2,37979,42430,101108,99,LR,19039,FALSE,M,REM,18940,FALSE,M,48881,49640,101100,3681,3364,REM,14880,FALSE,M,LR,11199,FALSE,M,FN,7835,FALSE,F
2018-5607,Inéligibilité,,2018-9-7,unique,14148,13574,2017,2017-6-11,2017-6-18,an,la-reunion,1,2,28774,31799,80506,9126,SOC,18950,FALSE,F,LR,9824,FALSE,M,27208,29058,80507,6950,3706,SOC,12849,FALSE,F,LR,5899,FALSE,M,FI,2193,FALSE,F
2018-5470,Inéligibilité,,2018-9-14,unique,14046,13472,2017,2017-6-11,2017-6-18,an,tarn-et-garonne,1,2,36446,41767,89975,3660,SOC,20053,FALSE,F,REM,16393,FALSE,M,47429,48623,89975,4910,778,REM,13801,FALSE,M,SOC,8891,FALSE,F,FN,8113,FALSE,M
2018-5426,Inéligibilité,,2018-9-21,unique,14091,13517,2017,2017-6-11,2017-6-18,an,essonne,10,2,20851,22824,60911,1425,REM,11138,FALSE,M,FI,9713,FALSE,F,26584,27103,60910,2959,379,REM,7093,FALSE,M,FI,4134,FALSE,F,UDI,3755,FALSE,F
2017-5378,Inéligibilité,,2018-9-27,unique,13914,13338,2017,2017-6-11,2017-6-18,an,pas-de-calais,9,2,31999,35627,79078,4903,MDM,18451,FALSE,F,FN,13548,FALSE,M,38834,39893,79071,2578,3413,MDM,10903,FALSE,F,FN,8325,FALSE,M,LR,4912,FALSE,M
2017-5349,Inéligibilité,,2018-4-13,unique,13940,13364,2017,2017-6-11,2017-6-18,an,bas-rhin,6,2,39688,41886,96028,9998,LR,24843,FALSE,M,MDM,14845,FALSE,M,46459,47120,96039,3129,7285,LR,16824,FALSE,M,MDM,13695,FALSE,M,FN,6410,FALSE,F
2018-5420,Inéligibilité,,2018-5-18,unique,13974,13398,2017,2017-6-11,2017-6-18,an,sarthe,4,2,29352,32159,79626,2882,SOC,16117,FALSE,M,LR,13235,FALSE,M,36137,37799,79634,2949,3323,SOC,10954,FALSE,M,LR,8005,FALSE,M,FN,4682,FALSE,F
2018-5446,Inéligibilité,,2018-9-7,unique,13706,13129,2017,2017-6-11,2017-6-18,an,drome,1,2,26802,30415,75255,3694,REM,15248,FALSE,F,LR,11554,FALSE,M,34780,35580,75258,3611,2343,REM,10170,FALSE,F,LR,6559,FALSE,M,FN,4216,FALSE,M
2012-4607,Rejet,Oui,2012-7-13,unique,12950,12405,2012,2012-6-10,2012-6-17,an,hauts-de-seine,6,2,40663,41640,73407,9564,DVD,20829,FALSE,M,SOC,11265,FALSE,F,43094,43852,73407,7561,168,DVD,16954,FALSE,M,DVD,9393,FALSE,M,SOC,9225,FALSE,F
2018-5548,Inéligibilité,,2018-6-29,unique,13782,13205,2017,2017-6-11,2017-6-18,an,isere,2,2,26900,30155,77428,12670,REM,19785,FALSE,M,FN,7115,FALSE,M,35165,35744,77426,9501,515,REM,13927,FALSE,M,FN,4426,FALSE,M,FI,3911,FALSE,M
2007-3976,Rejet,Non,2007-11-29,unique,11783,11287,2007,2007-6-10,2007-6-17,an,seine-maritime,9,2,52219,53618,85480,3297,UMP,27758,FALSE,M,SOC,24461,FALSE,F,52238,53161,85480,10099,10545,UMP,24327,TRUE,M,SOC,14228,FALSE,F,MODEM,3683,FALSE,M
2018-5536,Inéligibilité,,2018-7-27,unique,14014,13439,2017,2017-6-11,2017-6-18,an,seine-et-marne,2,2,32448,35363,79727,2654,LR,17551,FALSE,F,REM,14897,FALSE,F,39448,40071,79744,2626,5203,REM,13849,FALSE,F,LR,11223,FALSE,F,FN,6020,FALSE,F
2017-5317,Inéligibilité,,2018-9-14,unique,13774,13197,2017,2017-6-11,2017-6-18,an,indre,1,2,31672,35967,80545,12934,REM,22303,FALSE,M,FN,9369,FALSE,F,39126,40220,80546,9041,265,REM,14540,FALSE,M,FN,5499,FALSE,F,SOC,5234,FALSE,M
2018-5569,Inéligibilité,,2018-10-5,unique,13758,13181,2017,2017-6-11,2017-6-18,an,herault,2,2,20677,22707,60438,945,FI,10811,FALSE,F,REM,9866,FALSE,F,25805,26392,60436,1489,2955,REM,7375,FALSE,F,FI,5886,FALSE,F,LR,2931,FALSE,F
2018-5593,Inéligibilité,,2018-10-5,unique,13749,13172,2017,2017-6-11,2017-6-18,an,gironde,5,2,41643,46708,110514,379,REM,21011,FALSE,M,SOC,20632,FALSE,F,55075,55994,110519,8179,1426,REM,18399,FALSE,M,SOC,10220,FALSE,F,FN,8794,FALSE,M
2018-5582,Inéligibilité,,2018-5-18,unique,14146,13572,2017,2017-6-11,2017-6-18,an,guyane,1,2,14702,15714,53662,390,DVG,7546,FALSE,M,REM,7156,FALSE,F,12077,12799,53657,23,2310,DVG,3595,FALSE,M,REM,3572,FALSE,F,DVG,1262,FALSE,M
2018-5427,Inéligibilité,,2018-6-1,unique,13992,13417,2017,2017-6-11,2017-6-18,an,paris,8,2,33046,37967,82164,9626,REM,21336,FALSE,F,LR,11710,FALSE,F,46841,47302,82171,11318,263,REM,18545,FALSE,F,LR,7227,FALSE,F,SOC,6964,FALSE,F
2018-5615,Inéligibilité,,2018-6-8,unique,13887,13311,2017,2017-6-11,2017-6-18,an,nord,13,2,34016,36517,89284,9060,DVG,21538,FALSE,M,FN,12478,FALSE,M,38460,39569,89284,386,1224,FN,9893,FALSE,M,DVG,9507,FALSE,M,REM,8283,FALSE,F
2018-5414,Inéligibilité,,2018-6-22,unique,13963,13387,2017,2017-6-11,2017-6-18,an,rhone,14,2,20906,23276,74256,6522,REM,13714,FALSE,M,FN,7192,FALSE,M,26288,26861,74276,4834,794,REM,9463,FALSE,M,FN,4629,FALSE,M,FI,3835,FALSE,M
2018-5481,Inéligibilité,,2018-7-6,unique,14056,13482,2017,2017-6-11,2017-6-18,an,vaucluse,1,2,26212,29164,72991,4244,REM,15228,FALSE,M,FN,10984,FALSE,F,31555,32264,72991,2234,3171,REM,9495,FALSE,M,FN,7261,FALSE,F,FI,4090,FALSE,F
2018-5603,Inéligibilité,,2018-7-13,unique,13655,13078,2017,2017-6-11,2017-6-18,an,bouches-du-rhone,11,2,31018,34614,89268,590,MDM,15804,FALSE,M,LR,15214,FALSE,M,41165,41823,89268,6454,628,MDM,14495,FALSE,M,LR,8041,FALSE,M,FN,7413,FALSE,M
2007-3880,Rejet,Oui,2007-7-26,unique,11524,10970,2007,2007-6-10,2007-6-17,an,eure,1,2,46056,47617,83343,7620,UMP,26838,FALSE,M,SOC,19218,FALSE,F,48289,49194,83353,9574,1945,UMP,18114,FALSE,M,SOC,8540,FALSE,F,DVD,6595,FALSE,M
2007-3966,Rejet,Non,2007-11-29,unique,11880,11413,2007,2007-6-10,2007-6-17,an,val-d-oise,5,2,33292,34418,64076,674,UMP,16983,FALSE,M,SOC,16309,FALSE,M,33988,34596,64076,4877,6716,UMP,13980,TRUE,M,SOC,9103,FALSE,M,COM,2387,FALSE,M
